Company,Foreign,Data Source,Form Type,Filing date,Period end,R&D Expenses,Revenue,Cost of Revenue,URL
Rambus Inc.,False,SEC EDGAR,10-Q,2013-10-25,2013-09-30,27.55,73.29,8.96,https://www.sec.gov/Archives/edgar/data/917273/000091727313000044/
Rambus Inc.,False,SEC EDGAR,10-Q,2014-04-25,2014-03-31,26.9,78.29,10.02,https://www.sec.gov/Archives/edgar/data/917273/000091727314000015/
Rambus Inc.,False,SEC EDGAR,10-Q,2014-07-25,2014-06-30,27.67,76.52,10.64,https://www.sec.gov/Archives/edgar/data/917273/000091727314000032/
Rambus Inc.,False,SEC EDGAR,10-Q,2014-10-24,2014-09-30,27.01,69.71,10.54,https://www.sec.gov/Archives/edgar/data/917273/000091727314000042/
Rambus Inc.,False,SEC EDGAR,10-Q,2015-04-24,2015-03-31,28.53,72.91,10.76,https://www.sec.gov/Archives/edgar/data/917273/000091727315000010/
Rambus Inc.,False,SEC EDGAR,10-Q,2015-07-23,2015-06-30,29.19,72.81,12.14,https://www.sec.gov/Archives/edgar/data/917273/000091727315000015/
Rambus Inc.,False,SEC EDGAR,10-Q,2015-10-23,2015-09-30,27.78,73.78,11.11,https://www.sec.gov/Archives/edgar/data/917273/000091727315000020/
Rambus Inc.,False,SEC EDGAR,10-Q,2016-04-22,2016-03-31,28.53,72.68,12.21,https://www.sec.gov/Archives/edgar/data/917273/000091727316000034/
Rambus Inc.,False,SEC EDGAR,10-Q,2016-07-22,2016-06-30,28.75,76.5,14.09,https://www.sec.gov/Archives/edgar/data/917273/000091727316000040/
Rambus Inc.,False,SEC EDGAR,10-Q,2016-10-28,2016-09-30,33.82,89.86,19.42,https://www.sec.gov/Archives/edgar/data/917273/000091727316000046/
Rambus Inc.,False,SEC EDGAR,10-Q,2017-04-28,2017-03-31,36.0,97.35,19.73,https://www.sec.gov/Archives/edgar/data/917273/000091727317000013/
Rambus Inc.,False,SEC EDGAR,10-Q,2017-07-28,2017-06-30,37.52,94.72,14.34,https://www.sec.gov/Archives/edgar/data/917273/000091727317000019/
Rambus Inc.,False,SEC EDGAR,10-Q,2017-10-27,2017-09-30,36.2,99.13,14.46,https://www.sec.gov/Archives/edgar/data/917273/000091727317000024/
Rambus Inc.,False,SEC EDGAR,10-Q,2018-05-10,2018-03-31,40.12,46.43,12.12,https://www.sec.gov/Archives/edgar/data/917273/000091727318000012/
Rambus Inc.,False,SEC EDGAR,10-Q,2018-08-03,2018-06-30,37.7,56.46,11.09,https://www.sec.gov/Archives/edgar/data/917273/000091727318000019/
Rambus Inc.,False,SEC EDGAR,10-Q,2018-11-02,2018-09-30,43.13,59.75,5.95,https://www.sec.gov/Archives/edgar/data/917273/000091727318000028/
Rambus Inc.,False,SEC EDGAR,10-Q,2019-05-03,2019-03-31,40.62,48.38,6.77,https://www.sec.gov/Archives/edgar/data/917273/000091727319000012/
Rambus Inc.,False,SEC EDGAR,10-Q,2019-08-02,2019-06-30,37.89,58.3,6.72,https://www.sec.gov/Archives/edgar/data/917273/000091727319000020/
Rambus Inc.,False,SEC EDGAR,10-Q,2019-11-08,2019-09-30,41.49,57.4,5.47,https://www.sec.gov/Archives/edgar/data/917273/000091727319000026/
Rambus Inc.,False,SEC EDGAR,10-Q,2020-05-08,2020-03-31,36.66,63.99,15.88,https://www.sec.gov/Archives/edgar/data/917273/000091727320000011/
Rambus Inc.,False,SEC EDGAR,10-Q,2020-08-07,2020-06-30,34.69,59.93,16.15,https://www.sec.gov/Archives/edgar/data/917273/000091727320000024/
Rambus Inc.,False,SEC EDGAR,10-Q,2020-11-06,2020-09-30,33.73,56.91,15.26,https://www.sec.gov/Archives/edgar/data/917273/000091727320000031/
Rambus Inc.,False,SEC EDGAR,10-Q,2021-05-07,2021-03-31,32.35,70.38,17.35,https://www.sec.gov/Archives/edgar/data/917273/000091727321000016/
Rambus Inc.,False,SEC EDGAR,10-Q,2021-08-06,2021-06-30,31.47,84.86,16.88,https://www.sec.gov/Archives/edgar/data/917273/000091727321000022/
Rambus Inc.,False,SEC EDGAR,10-Q,2021-11-05,2021-09-30,35.59,81.28,18.43,https://www.sec.gov/Archives/edgar/data/917273/000091727321000028/
Rambus Inc.,False,SEC EDGAR,10-Q,2022-05-06,2022-03-31,39.81,99.05,22.4,https://www.sec.gov/Archives/edgar/data/917273/000091727322000018/
Rambus Inc.,False,SEC EDGAR,10-Q,2022-08-05,2022-06-30,39.54,121.13,24.81,https://www.sec.gov/Archives/edgar/data/917273/000091727322000025/
Rambus Inc.,False,SEC EDGAR,10-Q,2022-11-04,2022-09-30,39.3,112.24,26.98,https://www.sec.gov/Archives/edgar/data/917273/000091727322000031/
Rambus Inc.,False,SEC EDGAR,10-Q,2023-05-05,2023-03-31,41.9,113.76,31.68,https://www.sec.gov/Archives/edgar/data/917273/000091727323000014/
Rambus Inc.,False,SEC EDGAR,10-Q,2023-08-04,2023-06-30,41.58,119.83,23.6,https://www.sec.gov/Archives/edgar/data/917273/000091727323000022/
Rambus Inc.,False,SEC EDGAR,10-Q,2023-11-03,2023-09-30,37.37,105.3,24.03,https://www.sec.gov/Archives/edgar/data/917273/000091727323000028/
Rambus Inc.,False,SEC EDGAR,10-Q,2024-05-02,2024-03-31,37.36,117.87,23.66,https://www.sec.gov/Archives/edgar/data/917273/000091727324000088/
Rambus Inc.,False,SEC EDGAR,10-Q,2024-07-31,2024-06-30,40.52,132.14,26.83,https://www.sec.gov/Archives/edgar/data/917273/000091727324000100/
Rambus Inc.,False,SEC EDGAR,10-Q,2024-10-30,2024-09-30,41.3,145.51,28.1,https://www.sec.gov/Archives/edgar/data/917273/000091727324000107/
Rambus Inc.,False,SEC EDGAR,10-Q,2025-04-29,2025-03-31,42.62,166.66,32.84,https://www.sec.gov/Archives/edgar/data/917273/000091727325000075/
Rambus Inc.,False,SEC EDGAR,10-Q,2025-07-29,2025-06-30,46.33,172.21,34.77,https://www.sec.gov/Archives/edgar/data/917273/000095017025099621/
Rambus Inc.,False,SEC EDGAR,10-Q,2025-10-28,2025-09-30,49.51,178.51,36.59,https://www.sec.gov/Archives/edgar/data/917273/000119312525253472/
Rambus Inc.,False,SEC EDGAR,10-Q,2026-04-28,2026-03-31,50.23,180.19,36.53,https://www.sec.gov/Archives/edgar/data/917273/000119312526186931/
STMicroelectronics N.V.,True,Yahoo Finance,Annual,2022-12-31,2022-12-31,1901.0,16128.0,8493.0,https://finance.yahoo.com/quote/STMEF/financials
